Partida,Tiempo,Cantidad_palabras_a_adivinar,Nombre_del_evento,Nick,Genero,Edad,Estado,Palabra,Nivel
43,1624481772.8243222,12,intento,FAYET,Mujer,56,ok,Mushibugyo,2
43,1624481774.9770641,12,intento,FAYET,Mujer,56,ok,Angolmois: Record of Mongol Invasion,2
43,1624481776.960692,12,intento,FAYET,Mujer,56,ok,IDOLiSH7,2
43,1624481778.8872333,12,intento,FAYET,Mujer,56,error,Meiji Tokyo Renka,2
43,1624481780.6951923,12,intento,FAYET,Mujer,56,ok,Meiji Tokyo Renka,2
43,1624481781.8612835,12,intento,FAYET,Mujer,56,ok,Thunderbolt Fantasy,2
43,1624481782.162807,12,fin,FAYET,Mujer,56,finalizada,,2
44,1624481786.664956,12,inicio_partida,FAYET,Mujer,56,,,2
44,1624481789.3317187,12,intento,FAYET,Mujer,56,error,Rurouni Kenshin,2
44,1624481792.2441778,12,intento,FAYET,Mujer,56,error,Angolmois: Record of Mongol Invasion,2
44,1624481794.1463244,12,intento,FAYET,Mujer,56,error,Utakoi,2
44,1624481796.5015242,12,intento,FAYET,Mujer,56,error,Thunderbolt Fantasy,2
44,1624481798.458848,12,intento,FAYET,Mujer,56,error,Folktales from Japan,2
44,1624481800.5095344,12,intento,FAYET,Mujer,56,ok,Drifters,2
44,1624481802.988663,12,intento,FAYET,Mujer,56,error,Bungo Stray Dogs,2
44,1624481804.9256036,12,intento,FAYET,Mujer,56,error,Folktales from Japan,2
44,1624481807.1979957,12,intento,FAYET,Mujer,56,error,Meiji Tokyo Renka,2
44,1624481808.828031,12,intento,FAYET,Mujer,56,error,IDOLiSH7,2
44,1624481810.6565742,12,intento,FAYET,Mujer,56,error,Tono to Issho,2
44,1624481812.333672,12,intento,FAYET,Mujer,56,error,IDOLiSH7,2
44,1624481814.963646,12,intento,FAYET,Mujer,56,ok,Meiji Tokyo Renka,2
44,1624481817.2151005,12,intento,FAYET,Mujer,56,error,Utakoi,2
44,1624481819.014199,12,intento,FAYET,Mujer,56,error,Thunderbolt Fantasy,2
44,1624481820.7748034,12,intento,FAYET,Mujer,56,error,Tono to Issho,2
44,1624481822.759726,12,intento,FAYET,Mujer,56,error,Thunderbolt Fantasy,2
44,1624481825.1032224,12,intento,FAYET,Mujer,56,ok,Angolmois: Record of Mongol Invasion,2
44,1624481826.3821056,12,intento,FAYET,Mujer,56,error,Folktales from Japan,2
44,1624481828.8408525,12,intento,FAYET,Mujer,56,error,Rurouni Kenshin,2
44,1624481831.3687484,12,intento,FAYET,Mujer,56,ok,Mushibugyo,2
44,1624481833.2261896,12,intento,FAYET,Mujer,56,ok,Rurouni Kenshin,2
44,1624481834.9975498,12,intento,FAYET,Mujer,56,error,Utakoi,2
44,1624481836.9261765,12,intento,FAYET,Mujer,56,error,Thermae Romae,2
44,1624481838.732956,12,intento,FAYET,Mujer,56,error,Tono to Issho,2
44,1624481840.962184,12,intento,FAYET,Mujer,56,ok,Thermae Romae,2
44,1624481842.8271723,12,intento,FAYET,Mujer,56,error,Bungo Stray Dogs,2
44,1624481845.142467,12,intento,FAYET,Mujer,56,error,Thunderbolt Fantasy,2
44,1624481847.4870918,12,intento,FAYET,Mujer,56,error,Tono to Issho,2
44,1624481849.9351068,12,intento,FAYET,Mujer,56,ok,IDOLiSH7,2
44,1624481852.179837,12,intento,FAYET,Mujer,56,error,Folktales from Japan,2
44,1624481854.4729426,12,intento,FAYET,Mujer,56,error,Utakoi,2
44,1624481856.1731968,12,intento,FAYET,Mujer,56,error,Bungo Stray Dogs,2
44,1624481857.838674,12,intento,FAYET,Mujer,56,error,Utakoi,2
44,1624481859.4211047,12,intento,FAYET,Mujer,56,error,Folktales from Japan,2
44,1624481861.5053082,12,intento,FAYET,Mujer,56,ok,Tono to Issho,2
44,1624481862.8939137,12,intento,FAYET,Mujer,56,ok,Folktales from Japan,2
44,1624481864.119099,12,intento,FAYET,Mujer,56,error,Thunderbolt Fantasy,2
44,1624481866.1652167,12,intento,FAYET,Mujer,56,ok,Utakoi,2
44,1624481866.6852942,12,fin,FAYET,Mujer,56,timeout,,2
45,1624482296.3753572,12,inicio_partida,FAYET,Mujer,56,,,2
45,1624482297.6632478,12,intento,FAYET,Mujer,56,ok,Angolmois: Record of Mongol Invasion,2
45,1624482302.0965922,12,intento,FAYET,Mujer,56,error,Utakoi,2
45,1624482320.888414,12,intento,FAYET,Mujer,56,error,Thunderbolt Fantasy,2
45,1624482322.7788236,12,intento,FAYET,Mujer,56,error,Bungo Stray Dogs,2
45,1624482324.6055143,12,intento,FAYET,Mujer,56,error,Drifters,2
45,1624482326.452351,12,intento,FAYET,Mujer,56,ok,Drifters,2
45,1624482328.2200084,12,intento,FAYET,Mujer,56,error,Thunderbolt Fantasy,2
45,1624482330.8823333,12,intento,FAYET,Mujer,56,error,IDOLiSH7,2
45,1624482332.65364,12,intento,FAYET,Mujer,56,error,Bungo Stray Dogs,2
45,1624482334.496443,12,intento,FAYET,Mujer,56,error,Mushibugyo,2
45,1624482376.5874968,12,fin,FAYET,Mujer,56,timeout,,2
46,1624482691.5837688,12,inicio_partida,FAYET,Mujer,56,,,2
46,1624482693.3176196,12,intento,FAYET,Mujer,56,error,Mushibugyo,2
46,1624482695.1345828,12,intento,FAYET,Mujer,56,error,Mushibugyo,2
46,1624482697.1024685,12,intento,FAYET,Mujer,56,error,Tono to Issho,2
46,1624482698.4842389,12,intento,FAYET,Mujer,56,error,Folktales from Japan,2
46,1624482700.076828,12,intento,FAYET,Mujer,56,ok,Thermae Romae,2
46,1624482701.2875452,12,intento,FAYET,Mujer,56,error,Bungo Stray Dogs,2
46,1624482702.6124673,12,intento,FAYET,Mujer,56,error,Angolmois: Record of Mongol Invasion,2
46,1624482704.0348523,12,intento,FAYET,Mujer,56,error,Tono to Issho,2
46,1624482705.4060702,12,intento,FAYET,Mujer,56,error,Rurouni Kenshin,2
46,1624482707.2554014,12,intento,FAYET,Mujer,56,error,Rurouni Kenshin,2
46,1624482708.5245626,12,intento,FAYET,Mujer,56,ok,Rurouni Kenshin,2
46,1624482709.5241241,12,intento,FAYET,Mujer,56,error,Folktales from Japan,2
46,1624482711.5789826,12,intento,FAYET,Mujer,56,error,Tono to Issho,2
46,1624482713.085474,12,intento,FAYET,Mujer,56,error,Angolmois: Record of Mongol Invasion,2
46,1624482714.836872,12,intento,FAYET,Mujer,56,error,Bungo Stray Dogs,2
46,1624482716.3442457,12,intento,FAYET,Mujer,56,error,Folktales from Japan,2
46,1624482717.6996434,12,intento,FAYET,Mujer,56,ok,Folktales from Japan,2
46,1624482718.7812166,12,intento,FAYET,Mujer,56,error,Utakoi,2
46,1624482720.9241993,12,intento,FAYET,Mujer,56,ok,Meiji Tokyo Renka,2
46,1624482721.7817533,12,intento,FAYET,Mujer,56,error,Mushibugyo,2
46,1624482723.3029284,12,intento,FAYET,Mujer,56,error,Angolmois: Record of Mongol Invasion,2
46,1624482724.9835799,12,intento,FAYET,Mujer,56,error,Tono to Issho,2
46,1624482726.9254634,12,intento,FAYET,Mujer,56,error,Mushibugyo,2
46,1624482728.62348,12,intento,FAYET,Mujer,56,error,Drifters,2
46,1624482730.798228,12,intento,FAYET,Mujer,56,error,Angolmois: Record of Mongol Invasion,2
46,1624482732.7718515,12,intento,FAYET,Mujer,56,error,Utakoi,2
46,1624482734.199891,12,intento,FAYET,Mujer,56,error,Thunderbolt Fantasy,2
46,1624482735.726989,12,intento,FAYET,Mujer,56,error,Thunderbolt Fantasy,2
46,1624482737.419232,12,intento,FAYET,Mujer,56,error,Angolmois: Record of Mongol Invasion,2
46,1624482739.2220292,12,intento,FAYET,Mujer,56,error,Mushibugyo,2
46,1624482741.2292895,12,intento,FAYET,Mujer,56,error,Utakoi,2
46,1624482743.8143408,12,intento,FAYET,Mujer,56,error,Tono to Issho,2
46,1624482745.7434344,12,intento,FAYET,Mujer,56,ok,Tono to Issho,2
46,1624482746.756753,12,intento,FAYET,Mujer,56,error,Drifters,2
46,1624482748.5794654,12,intento,FAYET,Mujer,56,error,Angolmois: Record of Mongol Invasion,2
46,1624482750.4590106,12,intento,FAYET,Mujer,56,ok,Angolmois: Record of Mongol Invasion,2
46,1624482751.523549,12,intento,FAYET,Mujer,56,error,IDOLiSH7,2
46,1624482753.5822253,12,intento,FAYET,Mujer,56,error,IDOLiSH7,2
46,1624482755.0389447,12,intento,FAYET,Mujer,56,ok,IDOLiSH7,2
46,1624482756.1020703,12,intento,FAYET,Mujer,56,error,Thunderbolt Fantasy,2
46,1624482758.3335187,12,intento,FAYET,Mujer,56,error,Thunderbolt Fantasy,2
46,1624482759.933399,12,intento,FAYET,Mujer,56,ok,Thunderbolt Fantasy,2
46,1624482760.9634142,12,intento,FAYET,Mujer,56,error,Utakoi,2
46,1624482762.605904,12,intento,FAYET,Mujer,56,error,Drifters,2
46,1624482764.4105988,12,intento,FAYET,Mujer,56,ok,Drifters,2
46,1624482765.2033064,12,intento,FAYET,Mujer,56,error,Mushibugyo,2
46,1624482767.0168126,12,intento,FAYET,Mujer,56,error,Utakoi,2
46,1624482769.1428983,12,intento,FAYET,Mujer,56,error,Bungo Stray Dogs,2
46,1624482771.319836,12,intento,FAYET,Mujer,56,ok,Utakoi,2
46,1624482771.6215754,12,fin,FAYET,Mujer,56,timeout,,2
47,1624483769.1965349,12,inicio_partida,FAYET,Mujer,56,,,2
47,1624483770.86292,12,intento,FAYET,Mujer,56,error,Nobunaga Concerto,2
47,1624483773.2368941,12,intento,FAYET,Mujer,56,error,KONOSUBA -God's blessing on this wonderful world!,2
47,1624483774.7913632,12,intento,FAYET,Mujer,56,error,Lord Marksman and Vanadis,2
47,1624483776.5344424,12,intento,FAYET,Mujer,56,error,Re:ZERO -Starting Life in Another World-,2
47,1624483778.426303,12,intento,FAYET,Mujer,56,error,We Rent Tsukumogami,2
47,1624483780.2867274,12,intento,FAYET,Mujer,56,error,Fushigi Yugi,2
47,1624483781.940421,12,intento,FAYET,Mujer,56,error,KONOSUBA -God's blessing on this wonderful world!,2
47,1624483783.6986947,12,intento,FAYET,Mujer,56,error,Kyo Kara Maoh,2
47,1624483785.649523,12,intento,FAYET,Mujer,56,error,Nobunaga Concerto,2
47,1624483787.9138675,12,intento,FAYET,Mujer,56,error,KONOSUBA -God's blessing on this wonderful world!,2
47,1624483790.0450075,12,intento,FAYET,Mujer,56,ok,KONOSUBA -God's blessing on this wonderful world!,2
47,1624483791.2751157,12,intento,FAYET,Mujer,56,error,Restaurant to Another World,2
47,1624483793.1416051,12,intento,FAYET,Mujer,56,ok,Mushibugyo,2
47,1624483794.7321842,12,intento,FAYET,Mujer,56,error,ISEKAI QUARTET,2
47,1624483797.434533,12,intento,FAYET,Mujer,56,ok,Re:ZERO -Starting Life in Another World-,2
47,1624483798.527761,12,intento,FAYET,Mujer,56,error,ISEKAI QUARTET,2
47,1624483800.6116707,12,intento,FAYET,Mujer,56,ok,ISEKAI QUARTET,2
47,1624483801.9295502,12,intento,FAYET,Mujer,56,error,We Rent Tsukumogami,2
47,1624483803.9519377,12,intento,FAYET,Mujer,56,error,JOKER GAME,2
47,1624483805.9281657,12,intento,FAYET,Mujer,56,ok,Nobunaga Concerto,2
47,1624483807.4353082,12,intento,FAYET,Mujer,56,error,Kyo Kara Maoh,2
47,1624483809.1613698,12,intento,FAYET,Mujer,56,ok,JOKER GAME,2
47,1624483811.081459,12,intento,FAYET,Mujer,56,error,Fushigi Yugi,2
47,1624483812.8978086,12,intento,FAYET,Mujer,56,error,Lord Marksman and Vanadis,2
47,1624483815.7849293,12,intento,FAYET,Mujer,56,error,Fushigi Yugi,2
47,1624483817.6179845,12,intento,FAYET,Mujer,56,error,Samurai Pizza Cats,2
47,1624483819.1136725,12,intento,FAYET,Mujer,56,error,Lord Marksman and Vanadis,2
47,1624483821.0270784,12,intento,FAYET,Mujer,56,ok,We Rent Tsukumogami,2
47,1624483823.5078447,12,intento,FAYET,Mujer,56,error,Samurai Pizza Cats,2
47,1624483825.6037745,12,intento,FAYET,Mujer,56,error,Restaurant to Another World,2
47,1624483827.836632,12,intento,FAYET,Mujer,56,error,Lord Marksman and Vanadis,2
47,1624483829.8791296,12,intento,FAYET,Mujer,56,error,Restaurant to Another World,2
47,1624483831.4577901,12,intento,FAYET,Mujer,56,error,Samurai Pizza Cats,2
47,1624483833.2256005,12,intento,FAYET,Mujer,56,error,Lord Marksman and Vanadis,2
47,1624483835.4790552,12,intento,FAYET,Mujer,56,ok,Samurai Pizza Cats,2
47,1624483837.3963974,12,intento,FAYET,Mujer,56,ok,Fushigi Yugi,2
47,1624483838.9291716,12,intento,FAYET,Mujer,56,error,Restaurant to Another World,2
47,1624483840.6566973,12,intento,FAYET,Mujer,56,error,Kyo Kara Maoh,2
47,1624483842.2807603,12,intento,FAYET,Mujer,56,error,Restaurant to Another World,2
47,1624483844.227178,12,intento,FAYET,Mujer,56,ok,Restaurant to Another World,2
47,1624483845.6036444,12,intento,FAYET,Mujer,56,ok,Kyo Kara Maoh,2
47,1624483846.7208397,12,intento,FAYET,Mujer,56,ok,Lord Marksman and Vanadis,2
47,1624483847.0220113,12,fin,FAYET,Mujer,56,finalizada,,2
48,1624483857.699684,12,inicio_partida,FAYET,Mujer,56,,,2
48,1624483859.447035,12,intento,FAYET,Mujer,56,error,Mushibugyo,2
48,1624483861.2133324,12,intento,FAYET,Mujer,56,error,Nobunaga Concerto,2
48,1624483862.825185,12,intento,FAYET,Mujer,56,error,Re:ZERO -Starting Life in Another World-,2
48,1624483864.6636405,12,intento,FAYET,Mujer,56,error,KONOSUBA -God's blessing on this wonderful world!,2
48,1624483866.818743,12,intento,FAYET,Mujer,56,error,Fushigi Yugi,2
48,1624483868.5931306,12,intento,FAYET,Mujer,56,error,Nobunaga Concerto,2
48,1624483870.6912072,12,intento,FAYET,Mujer,56,error,JOKER GAME,2
48,1624483872.4328215,12,intento,FAYET,Mujer,56,error,Lord Marksman and Vanadis,2
48,1624483874.2628117,12,intento,FAYET,Mujer,56,error,Mushibugyo,2
48,1624483876.7131658,12,intento,FAYET,Mujer,56,ok,Lord Marksman and Vanadis,2
48,1624483878.3026004,12,intento,FAYET,Mujer,56,ok,Restaurant to Another World,2
48,1624483879.7775223,12,intento,FAYET,Mujer,56,ok,Kyo Kara Maoh,2
48,1624483881.1846967,12,intento,FAYET,Mujer,56,error,ISEKAI QUARTET,2
48,1624483883.4823494,12,intento,FAYET,Mujer,56,ok,Mushibugyo,2
48,1624483884.4815495,12,intento,FAYET,Mujer,56,error,ISEKAI QUARTET,2
48,1624483886.2408347,12,intento,FAYET,Mujer,56,error,Nobunaga Concerto,2
48,1624483888.4886968,12,intento,FAYET,Mujer,56,ok,ISEKAI QUARTET,2
48,1624483889.7636125,12,intento,FAYET,Mujer,56,error,KONOSUBA -God's blessing on this wonderful world!,2
48,1624483891.56742,12,intento,FAYET,Mujer,56,error,We Rent Tsukumogami,2
48,1624483893.3828845,12,intento,FAYET,Mujer,56,ok,JOKER GAME,2
48,1624483895.139519,12,intento,FAYET,Mujer,56,error,Re:ZERO -Starting Life in Another World-,2
48,1624483897.0505137,12,intento,FAYET,Mujer,56,error,Fushigi Yugi,2
48,1624483899.3395965,12,intento,FAYET,Mujer,56,ok,Fushigi Yugi,2
48,1624483900.9889073,12,intento,FAYET,Mujer,56,error,Re:ZERO -Starting Life in Another World-,2
48,1624483903.0407803,12,intento,FAYET,Mujer,56,ok,Re:ZERO -Starting Life in Another World-,2
48,1624483905.0546792,12,intento,FAYET,Mujer,56,error,Nobunaga Concerto,2
48,1624483907.4883957,12,intento,FAYET,Mujer,56,ok,KONOSUBA -God's blessing on this wonderful world!,2
48,1624483909.2605236,12,intento,FAYET,Mujer,56,ok,Samurai Pizza Cats,2
48,1624483910.9010675,12,intento,FAYET,Mujer,56,ok,We Rent Tsukumogami,2
48,1624483912.1175904,12,intento,FAYET,Mujer,56,ok,Nobunaga Concerto,2
48,1624483912.4192715,12,fin,FAYET,Mujer,56,finalizada,,2
49,1624483936.9297955,8,inicio_partida,FAYET,Mujer,56,,,2
49,1624483940.0741901,8,intento,FAYET,Mujer,56,error,Ascendance of a Bookworm,2
49,1624483942.8632166,8,intento,FAYET,Mujer,56,error,Fushigi Yugi OVA,2
49,1624483945.2006977,8,intento,FAYET,Mujer,56,error,Drifters,2
49,1624483947.544445,8,intento,FAYET,Mujer,56,error,Familiar of Zero F,2
49,1624483949.8564963,8,intento,FAYET,Mujer,56,error,Restaurant to Another World,2
49,1624483952.5820673,8,intento,FAYET,Mujer,56,ok,Restaurant to Another World,2
49,1624483955.279915,8,intento,FAYET,Mujer,56,ok,Ascendance of a Bookworm,2
49,1624483958.114254,8,intento,FAYET,Mujer,56,error,Drifters,2
49,1624483961.4089804,8,intento,FAYET,Mujer,56,error,Fushigi Yugi OVA,2
49,1624483964.9374816,8,intento,FAYET,Mujer,56,error,Fushigi Yugi OVA,2
49,1624483967.9042184,8,intento,FAYET,Mujer,56,error,Overlord,2
49,1624483970.1096277,8,intento,FAYET,Mujer,56,error,NG Knight Lamune & 40,2
49,1624483973.223028,8,intento,FAYET,Mujer,56,error,Familiar of Zero F,2
49,1624483975.2892342,8,intento,FAYET,Mujer,56,error,Drifters,2
49,1624483977.848773,8,intento,FAYET,Mujer,56,ok,Overlord,2
49,1624483980.8714106,8,intento,FAYET,Mujer,56,error,Re:ZERO -Starting Life in Another World-,2
49,1624483984.6740515,8,intento,FAYET,Mujer,56,error,Familiar of Zero F,2
49,1624483987.8700864,8,intento,FAYET,Mujer,56,error,Re:ZERO -Starting Life in Another World-,2
49,1624483991.6805122,8,intento,FAYET,Mujer,56,error,NG Knight Lamune & 40,2
49,1624483994.1112833,8,intento,FAYET,Mujer,56,error,Familiar of Zero F,2
49,1624483997.2202432,8,intento,FAYET,Mujer,56,error,Familiar of Zero F,2
49,1624484000.8237243,8,intento,FAYET,Mujer,56,error,Re:ZERO -Starting Life in Another World-,2
49,1624484003.5779831,8,intento,FAYET,Mujer,56,error,Drifters,2
49,1624484005.8494608,8,intento,FAYET,Mujer,56,error,Familiar of Zero F,2
49,1624484008.1699789,8,intento,FAYET,Mujer,56,ok,NG Knight Lamune & 40,2
49,1624484010.0782168,8,intento,FAYET,Mujer,56,error,Familiar of Zero F,2
49,1624484012.8525417,8,intento,FAYET,Mujer,56,error,Drifters,2
49,1624484015.2463741,8,intento,FAYET,Mujer,56,error,Re:ZERO -Starting Life in Another World-,2
49,1624484017.0909264,8,fin,FAYET,Mujer,56,timeout,,2
50,1624484036.8959854,8,inicio_partida,FAYET,Mujer,56,,,2
50,1624484038.7752538,8,intento,FAYET,Mujer,56,error,Fushigi Yugi OVA,2
50,1624484041.191834,8,intento,FAYET,Mujer,56,error,Overlord,2
50,1624484043.3105972,8,intento,FAYET,Mujer,56,error,Drifters,2
50,1624484045.5184708,8,intento,FAYET,Mujer,56,error,Ascendance of a Bookworm,2
50,1624484047.926959,8,intento,FAYET,Mujer,56,ok,Overlord,2
50,1624484050.5681086,8,intento,FAYET,Mujer,56,error,Familiar of Zero F,2
50,1624484053.054549,8,intento,FAYET,Mujer,56,error,Drifters,2
50,1624484055.2937093,8,intento,FAYET,Mujer,56,error,Familiar of Zero F,2
50,1624484057.5427659,8,intento,FAYET,Mujer,56,error,Re:ZERO -Starting Life in Another World-,2
50,1624484059.6129296,8,intento,FAYET,Mujer,56,error,Ascendance of a Bookworm,2
50,1624484063.35691,8,intento,FAYET,Mujer,56,ok,Drifters,2
50,1624484066.7187977,8,intento,FAYET,Mujer,56,error,Familiar of Zero F,2
50,1624484069.8543108,8,intento,FAYET,Mujer,56,error,Ascendance of a Bookworm,2
50,1624484072.95063,8,intento,FAYET,Mujer,56,error,Familiar of Zero F,2
50,1624484075.468448,8,intento,FAYET,Mujer,56,error,Fushigi Yugi OVA,2
50,1624484078.2361329,8,intento,FAYET,Mujer,56,error,Ascendance of a Bookworm,2
50,1624484080.694261,8,intento,FAYET,Mujer,56,ok,Re:ZERO -Starting Life in Another World-,2
50,1624484083.8058963,8,intento,FAYET,Mujer,56,error,Fushigi Yugi OVA,2
50,1624484086.661254,8,intento,FAYET,Mujer,56,error,Familiar of Zero F,2
50,1624484089.7054622,8,intento,FAYET,Mujer,56,error,Fushigi Yugi OVA,2
50,1624484092.2267666,8,intento,FAYET,Mujer,56,error,NG Knight Lamune & 40,2
50,1624484095.0994158,8,intento,FAYET,Mujer,56,error,Restaurant to Another World,2
50,1624484098.2189293,8,intento,FAYET,Mujer,56,error,Ascendance of a Bookworm,2
50,1624484100.6672096,8,intento,FAYET,Mujer,56,ok,Fushigi Yugi OVA,2
50,1624484103.0132983,8,intento,FAYET,Mujer,56,error,Familiar of Zero F,2
50,1624484106.0758119,8,intento,FAYET,Mujer,56,error,NG Knight Lamune & 40,2
50,1624484108.6999626,8,intento,FAYET,Mujer,56,error,Ascendance of a Bookworm,2
50,1624484111.117826,8,intento,FAYET,Mujer,56,error,Restaurant to Another World,2
50,1624484114.0575109,8,intento,FAYET,Mujer,56,error,NG Knight Lamune & 40,2
50,1624484117.173027,8,fin,FAYET,Mujer,56,timeout,,2
51,1624484129.6622243,8,inicio_partida,FAYET,Mujer,56,,,2
51,1624484131.6480813,8,intento,FAYET,Mujer,56,error,Ascendance of a Bookworm,2
51,1624484134.0654542,8,intento,FAYET,Mujer,56,error,Fushigi Yugi OVA,2
51,1624484137.1691072,8,intento,FAYET,Mujer,56,error,Re:ZERO -Starting Life in Another World-,2
51,1624484139.4433765,8,intento,FAYET,Mujer,56,ok,Familiar of Zero F,2
51,1624484141.3356102,8,intento,FAYET,Mujer,56,error,NG Knight Lamune & 40,2
51,1624484144.7174032,8,intento,FAYET,Mujer,56,error,Restaurant to Another World,2
51,1624484147.6908557,8,intento,FAYET,Mujer,56,error,Overlord,2
51,1624484150.0422947,8,intento,FAYET,Mujer,56,error,Re:ZERO -Starting Life in Another World-,2
51,1624484153.3219266,8,intento,FAYET,Mujer,56,error,Drifters,2
51,1624484156.089935,8,intento,FAYET,Mujer,56,ok,Drifters,2
51,1624484158.748881,8,intento,FAYET,Mujer,56,error,Re:ZERO -Starting Life in Another World-,2
51,1624484161.3149228,8,intento,FAYET,Mujer,56,error,Overlord,2
51,1624484163.8432043,8,intento,FAYET,Mujer,56,ok,Fushigi Yugi OVA,2
51,1624484166.9244065,8,intento,FAYET,Mujer,56,error,Ascendance of a Bookworm,2
51,1624484169.3244884,8,intento,FAYET,Mujer,56,error,Restaurant to Another World,2
51,1624484172.2367787,8,intento,FAYET,Mujer,56,ok,Ascendance of a Bookworm,2
51,1624484174.6179125,8,intento,FAYET,Mujer,56,error,Overlord,2
51,1624484177.4608333,8,intento,FAYET,Mujer,56,error,Re:ZERO -Starting Life in Another World-,2
51,1624484179.8113816,8,intento,FAYET,Mujer,56,error,Re:ZERO -Starting Life in Another World-,2
51,1624484182.32111,8,intento,FAYET,Mujer,56,ok,Restaurant to Another World,2
51,1624484184.8821352,8,intento,FAYET,Mujer,56,error,NG Knight Lamune & 40,2
51,1624484187.481805,8,intento,FAYET,Mujer,56,error,Re:ZERO -Starting Life in Another World-,2
51,1624484189.9443846,8,intento,FAYET,Mujer,56,ok,Overlord,2
51,1624484191.9076064,8,intento,FAYET,Mujer,56,error,NG Knight Lamune & 40,2
51,1624484194.6655533,8,intento,FAYET,Mujer,56,ok,Re:ZERO -Starting Life in Another World-,2
51,1624484196.4610221,8,intento,FAYET,Mujer,56,ok,NG Knight Lamune & 40,2
51,1624484196.7621794,8,fin,FAYET,Mujer,56,finalizada,,2
52,1624484329.1543112,8,inicio_partida,FAYET,Mujer,56,,,2
52,1624484338.8171363,8,fin,FAYET,Mujer,56,abandonada,,2
53,1624484452.2930992,15,inicio_partida,FAYET,Mujer,56,,,3
53,1624484454.4772851,15,intento,FAYET,Mujer,56,error,Utakoi,3
53,1624484456.4761226,15,intento,FAYET,Mujer,56,error,Ninja Girl & Samurai Master,3
53,1624484459.4549828,15,fin,FAYET,Mujer,56,abandonada,,3
54,1624484473.5924995,15,inicio_partida,FAYET,Mujer,56,,,3
54,1624484475.3202357,15,intento,FAYET,Mujer,56,error,Ascendance of a Bookworm,3
54,1624484477.215005,15,intento,FAYET,Mujer,56,error,Re:ZERO -Starting Life in Another World- SHORTS,3
54,1624484478.9659111,15,intento,FAYET,Mujer,56,error,AKB0048,3
54,1624484480.8478339,15,intento,FAYET,Mujer,56,error,Thermae Romae,3
54,1624484482.403202,15,intento,FAYET,Mujer,56,error,Love Live!,3
54,1624484484.5012152,15,intento,FAYET,Mujer,56,ok,Restaurant to Another World,3
54,1624484485.769637,15,intento,FAYET,Mujer,56,error,ZOMBIE LAND SAGA,3
54,1624484487.3698277,15,intento,FAYET,Mujer,56,error,Girlish number,3
54,1624484488.9734287,15,intento,FAYET,Mujer,56,error,KING OF PRISM -Shiny Seven Stars-,3
54,1624484490.7516398,15,intento,FAYET,Mujer,56,error,Isekai Izakaya: Japanese Food From Another World,3
54,1624484492.5037284,15,intento,FAYET,Mujer,56,error,SHONEN HOLLYWOOD -HOLLY STAGE FOR 49-,3
54,1624484494.0545058,15,intento,FAYET,Mujer,56,error,ZOMBIE LAND SAGA,3
54,1624484495.6811922,15,intento,FAYET,Mujer,56,error,Thermae Romae,3
54,1624484497.3485339,15,intento,FAYET,Mujer,56,error,Isekai Izakaya: Japanese Food From Another World,3
54,1624484499.1856594,15,intento,FAYET,Mujer,56,error,Ascendance of a Bookworm,3
54,1624484500.8009982,15,intento,FAYET,Mujer,56,error,Re:ZERO -Starting Life in Another World- SHORTS,3
54,1624484502.3495226,15,intento,FAYET,Mujer,56,error,AKB0048,3
54,1624484504.1138213,15,intento,FAYET,Mujer,56,error,Thermae Romae,3
54,1624484505.629477,15,intento,FAYET,Mujer,56,error,THE [email protected] Side M,3
54,1624484507.1535282,15,intento,FAYET,Mujer,56,error,KONOSUBA -God's blessing on this wonderful world!,3
54,1624484508.7836478,15,intento,FAYET,Mujer,56,error,ISEKAI QUARTET,3
54,1624484512.2258244,15,intento,FAYET,Mujer,56,error,Girlish number,3
54,1624484514.369693,15,fin,FAYET,Mujer,56,abandonada,,3
55,1624484521.2392883,15,inicio_partida,FAYET,Mujer,56,,,3
55,1624484523.2695396,15,intento,FAYET,Mujer,56,error,Isekai Izakaya: Japanese Food From Another World,3
55,1624484524.8575134,15,intento,FAYET,Mujer,56,error,The Twelve Kingdoms,3
55,1624484526.3858478,15,intento,FAYET,Mujer,56,error,ISEKAI QUARTET,3
55,1624484527.9169734,15,intento,FAYET,Mujer,56,error,Fushigi Yugi,3
55,1624484529.5216544,15,intento,FAYET,Mujer,56,error,Ascendance of a Bookworm,3
55,1624484531.0141299,15,intento,FAYET,Mujer,56,error,Outbreak Company,3
55,1624484532.4609172,15,intento,FAYET,Mujer,56,error,Isekai Izakaya: Japanese Food From Another World,3
55,1624484535.1987412,15,intento,FAYET,Mujer,56,error,Drifters,3
55,1624484537.3069427,15,intento,FAYET,Mujer,56,ok,Drifters,3
55,1624484539.1728227,15,intento,FAYET,Mujer,56,error,Familiar of Zero F,3
55,1624484540.984885,15,intento,FAYET,Mujer,56,error,Restaurant to Another World,3
55,1624484542.8820248,15,intento,FAYET,Mujer,56,error,Kyo Kara Maoh,3
55,1624484545.2357373,15,intento,FAYET,Mujer,56,error,Ascendance of a Bookworm,3
55,1624484546.8781583,15,intento,FAYET,Mujer,56,error,Outbreak Company,3
55,1624484548.6529388,15,intento,FAYET,Mujer,56,error,Isekai Izakaya: Japanese Food From Another World,3
55,1624484550.901591,15,intento,FAYET,Mujer,56,ok,Isekai Izakaya: Japanese Food From Another World,3
55,1624484552.3230746,15,intento,FAYET,Mujer,56,error,No Game No Life,3
