Partida,Tiempo,Cantidad_palabras_a_adivinar,Nombre_del_evento,Nick,Genero,Edad,Estado,Palabra,Nivel
155,1624825599.651227,15,intento,tomas oscargarcia,Hombre,79,error,Is the Order a Rabbit?,3
155,1624825601.2653022,15,intento,tomas oscargarcia,Hombre,79,error,Encouragement Of Climb,3
155,1624825602.661932,15,intento,tomas oscargarcia,Hombre,79,error,Tabimachi Lateshow,3
155,1624825603.7768614,15,intento,tomas oscargarcia,Hombre,79,error,White Album 2,3
155,1624825604.9421625,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
155,1624825606.097697,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
155,1624825607.3711038,15,intento,tomas oscargarcia,Hombre,79,error,Encouragement Of Climb,3
155,1624825608.7537646,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
155,1624825610.4679275,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
155,1624825611.9172235,15,intento,tomas oscargarcia,Hombre,79,error,Slam Dunk (Dub),3
155,1624825614.3298502,15,intento,tomas oscargarcia,Hombre,79,ok,Slam Dunk (Dub),3
155,1624825615.7767537,15,intento,tomas oscargarcia,Hombre,79,error,White Album 2,3
155,1624825617.141767,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
155,1624825618.3486078,15,intento,tomas oscargarcia,Hombre,79,error,The Royal Tutor,3
155,1624825619.59811,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
155,1624825622.3328466,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
155,1624825623.399267,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
155,1624825624.597765,15,intento,tomas oscargarcia,Hombre,79,error,DENKI-GAI,3
155,1624825625.9619315,15,intento,tomas oscargarcia,Hombre,79,error,White Album 2,3
155,1624825627.581811,15,intento,tomas oscargarcia,Hombre,79,error,Encouragement Of Climb,3
155,1624825629.1145966,15,intento,tomas oscargarcia,Hombre,79,error,Is the Order a Rabbit?,3
155,1624825630.2975087,15,intento,tomas oscargarcia,Hombre,79,error,Servant x Service,3
155,1624825632.3686712,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
155,1624825633.6672652,15,intento,tomas oscargarcia,Hombre,79,error,The Royal Tutor,3
155,1624825635.0916605,15,intento,tomas oscargarcia,Hombre,79,error,Servant x Service,3
155,1624825638.7917256,15,intento,tomas oscargarcia,Hombre,79,error,Tabimachi Lateshow,3
155,1624825640.9481103,15,intento,tomas oscargarcia,Hombre,79,ok,Tabimachi Lateshow,3
155,1624825642.2991161,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
155,1624825643.4299512,15,intento,tomas oscargarcia,Hombre,79,error,Is the Order a Rabbit?,3
155,1624825644.73867,15,intento,tomas oscargarcia,Hombre,79,error,Encouragement Of Climb,3
155,1624825646.1096318,15,intento,tomas oscargarcia,Hombre,79,error,Rascal Does Not Dream of Bunny Girl Senpai,3
155,1624825647.6555126,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
155,1624825648.773602,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
155,1624825650.0367873,15,intento,tomas oscargarcia,Hombre,79,error,Encouragement Of Climb,3
155,1624825651.0824351,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
155,1624825652.9713402,15,intento,tomas oscargarcia,Hombre,79,error,White Album 2,3
155,1624825655.5714414,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
155,1624825657.4667575,15,intento,tomas oscargarcia,Hombre,79,ok,The Royal Tutor,3
155,1624825658.738798,15,intento,tomas oscargarcia,Hombre,79,error,White Album 2,3
155,1624825659.9781003,15,intento,tomas oscargarcia,Hombre,79,error,DENKI-GAI,3
155,1624825661.0682795,15,intento,tomas oscargarcia,Hombre,79,error,White Album 2,3
155,1624825662.8243074,15,intento,tomas oscargarcia,Hombre,79,ok,White Album 2,3
155,1624825664.1066968,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
155,1624825665.1493776,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
155,1624825666.725819,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
155,1624825666.7260349,15,fin,tomas oscargarcia,Hombre,79,timeout,,3
156,1624825675.7171679,15,inicio_partida,tomas oscargarcia,Hombre,79,,,3
156,1624825681.9029777,15,intento,tomas oscargarcia,Hombre,79,error,DENKI-GAI,3
156,1624825683.8259141,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
156,1624825686.3672912,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
156,1624825688.1656847,15,intento,tomas oscargarcia,Hombre,79,error,Encouragement Of Climb,3
156,1624825690.5059874,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
156,1624825691.786197,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
156,1624825692.8392286,15,intento,tomas oscargarcia,Hombre,79,error,Is the Order a Rabbit?,3
156,1624825694.5781276,15,intento,tomas oscargarcia,Hombre,79,error,DENKI-GAI,3
156,1624825695.646463,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
156,1624825696.9523923,15,intento,tomas oscargarcia,Hombre,79,error,Tari Tari,3
156,1624825698.1689367,15,intento,tomas oscargarcia,Hombre,79,error,Servant x Service,3
156,1624825700.0107226,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
156,1624825701.5755775,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
156,1624825703.919696,15,intento,tomas oscargarcia,Hombre,79,error,Servant x Service,3
156,1624825705.2875817,15,intento,tomas oscargarcia,Hombre,79,error,White Album 2,3
156,1624825707.7516863,15,intento,tomas oscargarcia,Hombre,79,error,White Album 2,3
156,1624825710.0070677,15,intento,tomas oscargarcia,Hombre,79,ok,Servant x Service,3
156,1624825712.322619,15,intento,tomas oscargarcia,Hombre,79,error,Is the Order a Rabbit?,3
156,1624825713.7590735,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
156,1624825715.655112,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
156,1624825716.8142781,15,intento,tomas oscargarcia,Hombre,79,error,White Album 2,3
156,1624825718.9225738,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
156,1624825720.215973,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
156,1624825721.493523,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
156,1624825723.8274481,15,intento,tomas oscargarcia,Hombre,79,error,The Royal Tutor,3
156,1624825725.2207882,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
156,1624825726.7877753,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
156,1624825727.9231489,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
156,1624825729.1321647,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
156,1624825730.1050603,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
156,1624825731.846985,15,intento,tomas oscargarcia,Hombre,79,error,White Album 2,3
156,1624825733.5122297,15,intento,tomas oscargarcia,Hombre,79,error,Rascal Does Not Dream of Bunny Girl Senpai,3
156,1624825734.7660015,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
156,1624825735.986933,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
156,1624825737.235592,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
156,1624825738.7244906,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
156,1624825740.8315363,15,intento,tomas oscargarcia,Hombre,79,error,White Album 2,3
156,1624825742.1153643,15,intento,tomas oscargarcia,Hombre,79,error,The Royal Tutor,3
156,1624825743.363911,15,intento,tomas oscargarcia,Hombre,79,error,Rascal Does Not Dream of Bunny Girl Senpai,3
156,1624825744.4028754,15,intento,tomas oscargarcia,Hombre,79,error,Tari Tari,3
156,1624825747.3156145,15,intento,tomas oscargarcia,Hombre,79,error,Slam Dunk (Dub),3
156,1624825748.3726752,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
156,1624825749.3806438,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
156,1624825751.8819387,15,intento,tomas oscargarcia,Hombre,79,error,Rascal Does Not Dream of Bunny Girl Senpai,3
156,1624825753.948013,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
156,1624825755.4853787,15,intento,tomas oscargarcia,Hombre,79,error,Is the Order a Rabbit?,3
156,1624825757.046406,15,intento,tomas oscargarcia,Hombre,79,error,DENKI-GAI,3
156,1624825759.2390058,15,intento,tomas oscargarcia,Hombre,79,ok,DENKI-GAI,3
156,1624825760.9786603,15,intento,tomas oscargarcia,Hombre,79,error,Is the Order a Rabbit?,3
156,1624825762.4990847,15,intento,tomas oscargarcia,Hombre,79,error,Encouragement Of Climb,3
156,1624825764.0473392,15,intento,tomas oscargarcia,Hombre,79,error,Rascal Does Not Dream of Bunny Girl Senpai,3
156,1624825765.3571522,15,intento,tomas oscargarcia,Hombre,79,error,Tabimachi Lateshow,3
156,1624825766.6575434,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
156,1624825768.3153148,15,intento,tomas oscargarcia,Hombre,79,error,Tabimachi Lateshow,3
156,1624825770.1358845,15,intento,tomas oscargarcia,Hombre,79,ok,Ms. Vampire who lives in my neighborhood.,3
156,1624825771.7077844,15,intento,tomas oscargarcia,Hombre,79,error,Is the Order a Rabbit?,3
156,1624825773.5788074,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
156,1624825774.9982448,15,intento,tomas oscargarcia,Hombre,79,error,Tabimachi Lateshow,3
156,1624825777.7627995,15,intento,tomas oscargarcia,Hombre,79,ok,Tabimachi Lateshow,3
156,1624825779.4073606,15,intento,tomas oscargarcia,Hombre,79,error,Slam Dunk (Dub),3
156,1624825780.4004445,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
156,1624825781.781814,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
156,1624825782.8331695,15,intento,tomas oscargarcia,Hombre,79,error,Tari Tari,3
156,1624825784.2984827,15,intento,tomas oscargarcia,Hombre,79,error,Is the Order a Rabbit?,3
156,1624825786.7739427,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
156,1624825788.9825244,15,intento,tomas oscargarcia,Hombre,79,error,The Royal Tutor,3
156,1624825790.1736243,15,intento,tomas oscargarcia,Hombre,79,error,Slam Dunk (Dub),3
156,1624825791.2497344,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
156,1624825792.6804652,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
156,1624825794.4329326,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
156,1624825796.2326171,15,fin,tomas oscargarcia,Hombre,79,timeout,,3
157,1624825803.0255787,15,inicio_partida,tomas oscargarcia,Hombre,79,,,3
157,1624825809.049295,15,intento,tomas oscargarcia,Hombre,79,error,Servant x Service,3
157,1624825810.6697924,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
157,1624825812.2228444,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
157,1624825813.6232173,15,intento,tomas oscargarcia,Hombre,79,error,Rascal Does Not Dream of Bunny Girl Senpai,3
157,1624825815.1093996,15,intento,tomas oscargarcia,Hombre,79,error,Tabimachi Lateshow,3
157,1624825816.8350978,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
157,1624825818.1737154,15,intento,tomas oscargarcia,Hombre,79,error,Tabimachi Lateshow,3
157,1624825819.4761343,15,intento,tomas oscargarcia,Hombre,79,ok,Tabimachi Lateshow,3
157,1624825820.7581832,15,intento,tomas oscargarcia,Hombre,79,error,White Album 2,3
157,1624825821.8236244,15,intento,tomas oscargarcia,Hombre,79,error,Tari Tari,3
157,1624825822.8774722,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
157,1624825824.3543017,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
157,1624825825.7428837,15,intento,tomas oscargarcia,Hombre,79,ok,Ms. Vampire who lives in my neighborhood.,3
157,1624825827.093177,15,intento,tomas oscargarcia,Hombre,79,error,DENKI-GAI,3
157,1624825828.9458187,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
157,1624825831.1009583,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
157,1624825832.874401,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
157,1624825834.2672057,15,intento,tomas oscargarcia,Hombre,79,error,Encouragement Of Climb,3
157,1624825835.8776422,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
157,1624825837.0441582,15,intento,tomas oscargarcia,Hombre,79,error,Encouragement Of Climb,3
157,1624825839.8057234,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
157,1624825841.5171497,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
157,1624825843.8935275,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
157,1624825845.7981598,15,intento,tomas oscargarcia,Hombre,79,error,White Album 2,3
157,1624825847.3656254,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
157,1624825850.0097094,15,intento,tomas oscargarcia,Hombre,79,ok,White Album 2,3
157,1624825851.6043038,15,intento,tomas oscargarcia,Hombre,79,error,Tari Tari,3
157,1624825853.0085196,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
157,1624825854.6352847,15,intento,tomas oscargarcia,Hombre,79,error,Slam Dunk (Dub),3
157,1624825856.3310652,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
157,1624825858.6029482,15,intento,tomas oscargarcia,Hombre,79,error,DENKI-GAI,3
157,1624825860.3398328,15,intento,tomas oscargarcia,Hombre,79,error,Servant x Service,3
157,1624825861.5213668,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
157,1624825862.5294833,15,intento,tomas oscargarcia,Hombre,79,error,Encouragement Of Climb,3
157,1624825863.359973,15,intento,tomas oscargarcia,Hombre,79,error,Servant x Service,3
157,1624825864.3302128,15,intento,tomas oscargarcia,Hombre,79,ok,Rascal Does Not Dream of Bunny Girl Senpai,3
157,1624825866.3139014,15,intento,tomas oscargarcia,Hombre,79,error,Is the Order a Rabbit?,3
157,1624825868.5336905,15,intento,tomas oscargarcia,Hombre,79,error,The Royal Tutor,3
157,1624825870.1714542,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
157,1624825872.2505205,15,intento,tomas oscargarcia,Hombre,79,ok,Slam Dunk (Dub),3
157,1624825873.5017686,15,intento,tomas oscargarcia,Hombre,79,error,The Royal Tutor,3
157,1624825874.7484472,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
157,1624825877.2219424,15,intento,tomas oscargarcia,Hombre,79,ok,Tari Tari,3
157,1624825878.8931367,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
157,1624825880.4428186,15,intento,tomas oscargarcia,Hombre,79,error,Encouragement Of Climb,3
157,1624825883.5171614,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
157,1624825884.7090087,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
157,1624825886.228611,15,intento,tomas oscargarcia,Hombre,79,error,DENKI-GAI,3
157,1624825887.4793384,15,intento,tomas oscargarcia,Hombre,79,error,The Royal Tutor,3
157,1624825890.1988175,15,intento,tomas oscargarcia,Hombre,79,error,DENKI-GAI,3
157,1624825894.0721927,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
157,1624825895.8195684,15,intento,tomas oscargarcia,Hombre,79,ok,Ace of the Diamond,3
157,1624825898.827135,15,intento,tomas oscargarcia,Hombre,79,error,DENKI-GAI,3
157,1624825900.500952,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
157,1624825902.4228358,15,intento,tomas oscargarcia,Hombre,79,error,The Royal Tutor,3
157,1624825904.1866505,15,intento,tomas oscargarcia,Hombre,79,error,Servant x Service,3
157,1624825905.9809155,15,intento,tomas oscargarcia,Hombre,79,error,The Royal Tutor,3
157,1624825907.6613402,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
157,1624825909.5709202,15,intento,tomas oscargarcia,Hombre,79,error,Servant x Service,3
157,1624825911.6371894,15,intento,tomas oscargarcia,Hombre,79,error,Is the Order a Rabbit?,3
157,1624825914.5778062,15,intento,tomas oscargarcia,Hombre,79,ok,Servant x Service,3
157,1624825915.9871824,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
157,1624825919.403297,15,intento,tomas oscargarcia,Hombre,79,ok,Pikotaro no LULLABY LA LA BY,3
157,1624825921.0160754,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
157,1624825923.4838037,15,intento,tomas oscargarcia,Hombre,79,error,DENKI-GAI,3
157,1624825923.4839854,15,fin,tomas oscargarcia,Hombre,79,timeout,,3
158,1624825935.8004572,15,inicio_partida,tomas oscargarcia,Hombre,79,,,3
158,1624825942.6352713,15,intento,tomas oscargarcia,Hombre,79,error,DENKI-GAI,3
158,1624825944.2292538,15,intento,tomas oscargarcia,Hombre,79,error,Encouragement Of Climb,3
158,1624825946.3639235,15,intento,tomas oscargarcia,Hombre,79,ok,Encouragement Of Climb,3
158,1624825948.3718045,15,intento,tomas oscargarcia,Hombre,79,error,The Royal Tutor,3
158,1624825950.9297621,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
158,1624825953.8453014,15,intento,tomas oscargarcia,Hombre,79,ok,DENKI-GAI,3
158,1624825955.9356365,15,intento,tomas oscargarcia,Hombre,79,ok,The Royal Tutor,3
158,1624825957.5797994,15,intento,tomas oscargarcia,Hombre,79,error,Is the Order a Rabbit?,3
158,1624825959.5124574,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
158,1624825961.2029119,15,intento,tomas oscargarcia,Hombre,79,error,Slam Dunk (Dub),3
158,1624825962.6627293,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
158,1624825964.4668026,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
158,1624825966.661128,15,intento,tomas oscargarcia,Hombre,79,error,White Album 2,3
158,1624825967.7734842,15,intento,tomas oscargarcia,Hombre,79,error,Tari Tari,3
158,1624825968.899345,15,intento,tomas oscargarcia,Hombre,79,error,Slam Dunk (Dub),3
158,1624825970.1066954,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
158,1624825972.0393362,15,intento,tomas oscargarcia,Hombre,79,ok,White Album 2,3
158,1624825973.466298,15,intento,tomas oscargarcia,Hombre,79,error,Tabimachi Lateshow,3
158,1624825974.764881,15,intento,tomas oscargarcia,Hombre,79,error,Tari Tari,3
158,1624825975.781971,15,intento,tomas oscargarcia,Hombre,79,error,Slam Dunk (Dub),3
158,1624825976.8993406,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
158,1624825978.2301624,15,intento,tomas oscargarcia,Hombre,79,error,Slam Dunk (Dub),3
158,1624825979.5180826,15,intento,tomas oscargarcia,Hombre,79,ok,Slam Dunk (Dub),3
158,1624825981.3582962,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
158,1624825982.626863,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
158,1624825984.2633705,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
158,1624825985.8187568,15,intento,tomas oscargarcia,Hombre,79,error,Tabimachi Lateshow,3
158,1624825986.978194,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
158,1624825988.2190452,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
158,1624825990.1351714,15,intento,tomas oscargarcia,Hombre,79,error,Tari Tari,3
158,1624825991.2469275,15,intento,tomas oscargarcia,Hombre,79,error,Rascal Does Not Dream of Bunny Girl Senpai,3
158,1624825992.3628738,15,intento,tomas oscargarcia,Hombre,79,error,Servant x Service,3
158,1624825993.9824812,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
158,1624825996.4503334,15,intento,tomas oscargarcia,Hombre,79,error,Tabimachi Lateshow,3
158,1624825998.6061997,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
158,1624826000.4299664,15,intento,tomas oscargarcia,Hombre,79,error,Is the Order a Rabbit?,3
158,1624826002.670163,15,intento,tomas oscargarcia,Hombre,79,error,Tari Tari,3
158,1624826004.9877987,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
158,1624826006.822001,15,intento,tomas oscargarcia,Hombre,79,error,Is the Order a Rabbit?,3
158,1624826008.8632,15,intento,tomas oscargarcia,Hombre,79,error,Is the Order a Rabbit?,3
158,1624826010.8345509,15,intento,tomas oscargarcia,Hombre,79,error,Is the Order a Rabbit?,3
158,1624826013.47122,15,intento,tomas oscargarcia,Hombre,79,error,Tari Tari,3
158,1624826016.2971413,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
158,1624826019.1588216,15,intento,tomas oscargarcia,Hombre,79,error,Servant x Service,3
158,1624826021.4631038,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
158,1624826023.8146112,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
158,1624826025.0065951,15,intento,tomas oscargarcia,Hombre,79,error,Rascal Does Not Dream of Bunny Girl Senpai,3
158,1624826026.3712096,15,intento,tomas oscargarcia,Hombre,79,error,Is the Order a Rabbit?,3
158,1624826027.4913175,15,intento,tomas oscargarcia,Hombre,79,error,Tabimachi Lateshow,3
158,1624826029.0163438,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
158,1624826030.4634144,15,intento,tomas oscargarcia,Hombre,79,error,Servant x Service,3
158,1624826031.6484938,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
158,1624826032.8679965,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
158,1624826034.1269805,15,intento,tomas oscargarcia,Hombre,79,error,Tari Tari,3
158,1624826035.5591214,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
158,1624826038.039674,15,intento,tomas oscargarcia,Hombre,79,ok,Pikotaro no LULLABY LA LA BY,3
158,1624826039.2686496,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
158,1624826040.4862626,15,intento,tomas oscargarcia,Hombre,79,error,Rascal Does Not Dream of Bunny Girl Senpai,3
158,1624826041.7245336,15,intento,tomas oscargarcia,Hombre,79,error,Servant x Service,3
158,1624826043.9914505,15,intento,tomas oscargarcia,Hombre,79,error,Servant x Service,3
158,1624826045.608422,15,intento,tomas oscargarcia,Hombre,79,error,Ace of the Diamond,3
158,1624826047.991242,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
158,1624826050.4401724,15,intento,tomas oscargarcia,Hombre,79,error,Servant x Service,3
158,1624826052.0651114,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
158,1624826054.5606954,15,intento,tomas oscargarcia,Hombre,79,ok,Tari Tari,3
158,1624826055.965336,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
158,1624826055.9655728,15,fin,tomas oscargarcia,Hombre,79,timeout,,3
159,1624826091.2867408,15,inicio_partida,tomas oscargarcia,Hombre,79,,,3
159,1624826095.498562,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
159,1624826096.7582822,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
159,1624826097.8008804,15,intento,tomas oscargarcia,Hombre,79,error,Tari Tari,3
159,1624826098.9757123,15,intento,tomas oscargarcia,Hombre,79,error,Slam Dunk (Dub),3
159,1624826100.0554223,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
159,1624826101.160723,15,intento,tomas oscargarcia,Hombre,79,error,The Royal Tutor,3
159,1624826103.0016313,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
159,1624826104.14195,15,intento,tomas oscargarcia,Hombre,79,error,White Album 2,3
159,1624826105.4831188,15,intento,tomas oscargarcia,Hombre,79,error,Love Stage!!,3
159,1624826106.9292214,15,intento,tomas oscargarcia,Hombre,79,error,Tari Tari,3
159,1624826108.4335606,15,intento,tomas oscargarcia,Hombre,79,error,Encouragement Of Climb,3
159,1624826110.2009645,15,intento,tomas oscargarcia,Hombre,79,error,Pikotaro no LULLABY LA LA BY,3
159,1624826112.6401591,15,intento,tomas oscargarcia,Hombre,79,ok,Pikotaro no LULLABY LA LA BY,3
159,1624826113.8532274,15,intento,tomas oscargarcia,Hombre,79,error,Rascal Does Not Dream of Bunny Girl Senpai,3
159,1624826115.2056687,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
159,1624826116.3742204,15,intento,tomas oscargarcia,Hombre,79,error,Tabimachi Lateshow,3
159,1624826118.162188,15,intento,tomas oscargarcia,Hombre,79,error,White Album 2,3
159,1624826119.9104755,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
159,1624826121.4580739,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
159,1624826123.0332084,15,intento,tomas oscargarcia,Hombre,79,error,White Album 2,3
159,1624826126.191311,15,intento,tomas oscargarcia,Hombre,79,error,Ms. Vampire who lives in my neighborhood.,3
159,1624826128.0797527,15,intento,tomas oscargarcia,Hombre,79,ok,White Album 2,3
159,1624826130.28614,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
159,1624826131.9166303,15,intento,tomas oscargarcia,Hombre,79,error,Rascal Does Not Dream of Bunny Girl Senpai,3
159,1624826133.2600455,15,intento,tomas oscargarcia,Hombre,79,error,Servant x Service,3
159,1624826135.0497417,15,intento,tomas oscargarcia,Hombre,79,error,Tari Tari,3
159,1624826138.5774782,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
159,1624826141.0487487,15,intento,tomas oscargarcia,Hombre,79,ok,Rascal Does Not Dream of Bunny Girl Senpai,3
159,1624826142.5603228,15,intento,tomas oscargarcia,Hombre,79,error,Gourmet Girl Graffiti,3
159,1624826144.2181172,15,intento,tomas oscargarcia,Hombre,79,error,The Royal Tutor,3
159,1624826146.4078221,15,intento,tomas oscargarcia,Hombre,79,error,DENKI-GAI,3
